ketinggian_air,debit_air,curah_hujan,status,created_at
2.91,65.05,32.00,Aman,2026-05-25 21:36:45
2.71,57.96,31.33,Aman,2026-05-25 21:37:00
2.92,63.75,36.31,Aman,2026-05-25 21:37:15
2.68,59.54,30.72,Aman,2026-05-25 21:37:30
4.21,93.17,52.16,Siaga,2026-05-25 21:37:45
3.46,76.16,41.85,Waspada,2026-05-25 21:38:00
3.38,73.43,40.17,Waspada,2026-05-25 21:38:15
3.32,71.07,37.85,Waspada,2026-05-25 21:38:30
3.47,77.26,42.81,Waspada,2026-05-25 21:38:45
3.61,80.05,46.90,Waspada,2026-05-25 21:39:00
3.61,79.65,39.49,Waspada,2026-05-25 21:39:15
3.86,83.18,43.38,Waspada,2026-05-25 21:39:30
3.63,79.33,40.65,Waspada,2026-05-25 21:39:45
3.52,76.42,44.63,Waspada,2026-05-25 21:40:00
3.37,75.29,39.56,Waspada,2026-05-25 21:40:15
3.24,71.71,40.31,Waspada,2026-05-25 21:40:30
3.08,69.60,35.03,Waspada,2026-05-25 21:40:45
3.25,73.31,35.93,Waspada,2026-05-25 21:41:00
3.39,75.52,39.59,Waspada,2026-05-25 21:41:15
4.02,89.52,50.37,Siaga,2026-05-25 21:41:30
3.55,76.09,44.52,Waspada,2026-05-25 21:41:45
3.77,83.79,48.45,Waspada,2026-05-25 21:42:00
3.61,81.59,45.81,Waspada,2026-05-25 21:42:15
3.52,76.25,45.24,Waspada,2026-05-25 21:42:30
3.55,76.61,39.97,Waspada,2026-05-25 21:42:45
3.43,76.34,43.02,Waspada,2026-05-25 21:43:00
3.45,75.85,39.72,Waspada,2026-05-25 21:43:15
3.37,73.76,39.12,Waspada,2026-05-25 21:43:30
3.42,75.22,42.77,Waspada,2026-05-25 21:43:45
3.19,69.54,36.92,Waspada,2026-05-25 21:44:00
3.24,72.80,37.84,Waspada,2026-05-25 21:44:15
3.44,78.06,38.19,Waspada,2026-05-25 21:44:30
3.24,70.20,39.86,Waspada,2026-05-25 21:44:45
3.10,69.11,36.29,Waspada,2026-05-25 21:45:00
2.93,66.93,35.41,Aman,2026-05-25 21:45:15
3.07,66.99,35.03,Waspada,2026-05-25 21:45:30
3.26,72.54,40.21,Waspada,2026-05-25 21:45:45
3.39,76.72,37.41,Waspada,2026-05-25 21:46:00
3.62,81.07,45.97,Waspada,2026-05-25 21:46:15
3.59,81.20,44.92,Waspada,2026-05-25 21:46:30
3.64,78.96,39.85,Waspada,2026-05-25 21:46:45
3.44,76.58,44.58,Waspada,2026-05-25 21:47:00
3.55,77.07,42.08,Waspada,2026-05-25 21:47:15
3.71,82.44,47.86,Waspada,2026-05-25 21:47:30
3.90,87.35,43.20,Waspada,2026-05-25 21:47:45
3.79,84.69,49.35,Waspada,2026-05-25 21:48:00
4.49,96.82,51.12,Siaga,2026-05-25 21:48:15
3.80,82.57,43.12,Waspada,2026-05-25 21:48:30
3.98,86.00,49.83,Waspada,2026-05-25 21:48:45
3.84,84.60,44.06,Waspada,2026-05-25 21:49:00
3.61,79.74,43.11,Waspada,2026-05-25 21:49:15
3.36,74.92,40.97,Waspada,2026-05-25 21:49:30
3.53,78.72,43.39,Waspada,2026-05-25 21:49:45
3.54,78.90,42.99,Waspada,2026-05-25 21:50:00
3.67,82.81,43.39,Waspada,2026-05-25 21:50:15
3.72,81.82,41.89,Waspada,2026-05-25 21:50:30
3.66,78.64,45.70,Waspada,2026-05-25 21:50:45
3.81,82.73,43.72,Waspada,2026-05-25 21:51:00
3.59,77.50,44.76,Waspada,2026-05-25 21:51:15
5.31,117.86,61.94,Awas,2026-05-25 21:51:30
4.32,94.55,49.86,Siaga,2026-05-25 21:51:45
3.81,85.65,48.98,Waspada,2026-05-25 21:52:00
3.90,85.79,48.93,Waspada,2026-05-25 21:52:15
4.13,91.14,47.09,Siaga,2026-05-25 21:52:30
3.79,81.36,42.82,Waspada,2026-05-25 21:52:45
3.89,84.78,45.01,Waspada,2026-05-25 21:53:00
3.81,84.21,47.64,Waspada,2026-05-25 21:53:15
4.05,87.51,52.56,Siaga,2026-05-25 21:53:30
3.30,73.34,38.91,Waspada,2026-05-25 21:53:45
3.33,74.27,42.61,Waspada,2026-05-25 21:54:00
3.39,75.09,37.67,Waspada,2026-05-25 21:54:15
3.63,82.19,40.36,Waspada,2026-05-25 21:54:30
3.85,86.10,45.50,Waspada,2026-05-25 21:54:45
4.03,90.99,46.09,Siaga,2026-05-25 21:55:00
3.88,87.77,47.82,Waspada,2026-05-25 21:55:15
3.76,81.21,45.10,Waspada,2026-05-25 21:55:30
3.73,84.19,41.71,Waspada,2026-05-25 21:55:45
4.97,109.96,62.40,Siaga,2026-05-25 21:56:00
4.65,101.50,53.44,Siaga,2026-05-25 21:56:15
4.32,93.50,54.58,Siaga,2026-05-25 21:56:30
4.09,88.05,51.04,Siaga,2026-05-25 21:56:45
3.73,79.75,48.34,Waspada,2026-05-25 21:57:00
3.87,87.13,42.64,Waspada,2026-05-25 21:57:15
3.91,87.94,49.85,Waspada,2026-05-25 21:57:30
3.85,84.48,45.04,Waspada,2026-05-25 21:57:45
3.75,82.58,43.58,Waspada,2026-05-25 21:58:00
4.14,91.64,52.88,Siaga,2026-05-25 21:58:15
3.20,70.81,34.66,Waspada,2026-05-25 21:58:30
4.29,95.13,54.97,Siaga,2026-05-25 21:58:45
4.05,87.73,46.61,Siaga,2026-05-25 21:59:00
3.33,73.29,36.07,Waspada,2026-05-25 21:59:15
3.33,73.89,38.17,Waspada,2026-05-25 21:59:30
3.21,70.73,36.05,Waspada,2026-05-25 21:59:45
3.23,72.14,42.56,Waspada,2026-05-25 22:00:00
3.25,73.83,39.82,Waspada,2026-05-25 22:00:15
3.42,73.36,38.68,Waspada,2026-05-25 22:00:30
3.27,72.18,38.64,Waspada,2026-05-25 22:00:45
3.32,72.37,43.64,Waspada,2026-05-25 22:01:00
3.11,70.75,38.94,Waspada,2026-05-25 22:01:15
4.53,99.74,54.23,Siaga,2026-05-25 22:01:30
4.09,88.40,50.50,Siaga,2026-05-25 22:01:45
3.54,76.89,44.07,Waspada,2026-05-25 22:02:00
3.49,74.48,39.03,Waspada,2026-05-25 22:02:15
3.68,81.94,45.36,Waspada,2026-05-25 22:02:30
3.51,76.78,38.51,Waspada,2026-05-25 22:02:45
3.57,80.63,46.27,Waspada,2026-05-25 22:03:00
3.79,81.02,43.82,Waspada,2026-05-25 22:03:15
3.68,82.72,43.17,Waspada,2026-05-25 22:03:30
3.44,74.25,39.34,Waspada,2026-05-25 22:03:45
3.50,74.41,38.23,Waspada,2026-05-25 22:04:00
3.67,79.31,47.20,Waspada,2026-05-25 22:04:15
4.05,91.10,45.62,Siaga,2026-05-25 22:04:30
3.20,68.57,36.33,Waspada,2026-05-25 22:04:45
3.39,73.15,37.11,Waspada,2026-05-25 22:05:00
3.49,77.19,41.65,Waspada,2026-05-25 22:05:15
3.72,82.94,46.00,Waspada,2026-05-25 22:05:30
4.05,89.86,48.74,Siaga,2026-05-25 22:05:45
3.22,71.85,34.73,Waspada,2026-05-25 22:06:00
3.12,70.15,41.31,Waspada,2026-05-25 22:06:15
2.96,63.88,35.51,Aman,2026-05-25 22:06:30
3.03,66.25,34.12,Waspada,2026-05-25 22:06:45
2.85,63.77,36.87,Aman,2026-05-25 22:07:00
3.29,74.44,36.33,Waspada,2026-05-25 22:07:15
3.25,70.78,36.28,Waspada,2026-05-25 22:07:30
3.09,67.73,36.33,Waspada,2026-05-25 22:07:45
3.28,73.04,40.42,Waspada,2026-05-25 22:08:00
3.49,78.29,40.64,Waspada,2026-05-25 22:08:15
3.36,75.69,39.05,Waspada,2026-05-25 22:08:30
3.35,72.16,40.19,Waspada,2026-05-25 22:08:45
3.19,70.74,39.23,Waspada,2026-05-25 22:09:00
3.20,70.57,35.56,Waspada,2026-05-25 22:09:15
3.09,67.08,41.09,Waspada,2026-05-25 22:09:30
3.05,68.82,33.36,Waspada,2026-05-25 22:09:45
2.85,61.12,35.51,Aman,2026-05-25 22:10:00
3.06,68.06,37.21,Waspada,2026-05-25 22:10:15
3.19,70.07,38.61,Waspada,2026-05-25 22:10:30
3.21,71.43,36.81,Waspada,2026-05-25 22:10:45
3.03,68.70,40.07,Waspada,2026-05-25 22:11:00
3.34,74.58,37.92,Waspada,2026-05-25 22:11:15
3.23,70.75,36.47,Waspada,2026-05-25 22:11:30
3.09,70.11,38.08,Waspada,2026-05-25 22:11:45
3.20,69.24,35.29,Waspada,2026-05-25 22:12:00
3.09,65.95,41.14,Waspada,2026-05-25 22:12:15
3.31,73.84,38.56,Waspada,2026-05-25 22:12:30
3.25,69.12,37.78,Waspada,2026-05-25 22:12:45
3.04,68.85,39.37,Waspada,2026-05-25 22:13:00
3.06,67.29,36.21,Waspada,2026-05-25 22:13:15
3.08,68.38,34.66,Waspada,2026-05-25 22:13:30
3.19,68.22,36.52,Waspada,2026-05-25 22:13:45
3.27,73.61,35.46,Waspada,2026-05-25 22:14:00
3.21,69.49,40.85,Waspada,2026-05-25 22:14:15
3.09,67.43,35.91,Waspada,2026-05-25 22:14:30
2.92,66.19,33.55,Aman,2026-05-25 22:14:45
3.98,89.51,46.39,Waspada,2026-05-25 22:15:00
3.78,84.85,43.62,Waspada,2026-05-25 22:15:15
3.94,84.89,43.38,Waspada,2026-05-25 22:15:30
4.17,89.34,48.22,Siaga,2026-05-25 22:15:45
3.28,74.06,37.79,Waspada,2026-05-25 22:16:00
3.18,70.24,41.43,Waspada,2026-05-25 22:16:15
3.10,69.44,36.03,Waspada,2026-05-25 22:16:30
2.97,65.11,33.20,Aman,2026-05-25 22:16:45
3.09,70.14,38.52,Waspada,2026-05-25 22:17:00
4.16,89.23,49.38,Siaga,2026-05-25 22:17:15
3.44,76.43,38.40,Waspada,2026-05-25 22:17:30
3.66,82.47,40.96,Waspada,2026-05-25 22:17:45
3.51,75.29,39.04,Waspada,2026-05-25 22:18:00
3.36,75.20,41.18,Waspada,2026-05-25 22:18:15
3.43,77.60,37.94,Waspada,2026-05-25 22:18:30
3.21,69.74,40.55,Waspada,2026-05-25 22:18:45
3.08,67.63,37.46,Waspada,2026-05-25 22:19:00
3.33,74.11,37.52,Waspada,2026-05-25 22:19:15
3.29,73.45,39.97,Waspada,2026-05-25 22:19:30
3.15,71.03,40.91,Waspada,2026-05-25 22:19:45
3.33,75.60,40.66,Waspada,2026-05-25 22:20:00
3.50,79.00,44.57,Waspada,2026-05-25 22:20:15
3.39,72.86,36.87,Waspada,2026-05-25 22:20:30
3.51,76.00,45.46,Waspada,2026-05-25 22:20:45
3.63,80.32,46.50,Waspada,2026-05-25 22:21:00
3.46,73.86,42.20,Waspada,2026-05-25 22:21:15
3.54,75.52,43.60,Waspada,2026-05-25 22:21:30
3.54,77.92,39.29,Waspada,2026-05-25 22:21:45
3.40,74.76,44.53,Waspada,2026-05-25 22:22:00
3.31,71.88,38.14,Waspada,2026-05-25 22:22:15
3.49,75.83,41.41,Waspada,2026-05-25 22:22:30
3.72,79.55,41.38,Waspada,2026-05-25 22:22:45
3.56,76.76,43.78,Waspada,2026-05-25 22:23:00
3.74,82.10,45.63,Waspada,2026-05-25 22:23:15
3.85,85.93,43.10,Waspada,2026-05-25 22:23:30
4.63,99.69,58.55,Siaga,2026-05-25 22:23:45
3.81,84.84,48.03,Waspada,2026-05-25 22:24:00
3.93,87.35,45.27,Waspada,2026-05-25 22:24:15
3.90,86.56,47.11,Waspada,2026-05-25 22:24:30
4.12,90.51,52.63,Siaga,2026-05-25 22:24:45
4.05,88.25,49.66,Siaga,2026-05-25 22:25:00
3.41,73.80,44.38,Waspada,2026-05-25 22:25:15
3.23,72.61,35.26,Waspada,2026-05-25 22:25:30
3.14,70.88,37.83,Waspada,2026-05-25 22:25:45
3.33,75.28,42.00,Waspada,2026-05-25 22:26:00
3.51,79.58,43.96,Waspada,2026-05-25 22:26:15
3.76,80.40,43.48,Waspada,2026-05-25 22:26:30
3.72,82.33,41.82,Waspada,2026-05-25 22:26:45
3.60,80.51,46.74,Waspada,2026-05-25 22:27:00
3.73,80.58,46.21,Waspada,2026-05-25 22:27:15
3.72,84.37,40.76,Waspada,2026-05-25 22:27:30
3.76,82.92,48.24,Waspada,2026-05-25 22:27:45
3.65,79.54,44.48,Waspada,2026-05-25 22:28:00
3.61,80.25,42.61,Waspada,2026-05-25 22:28:15
3.78,81.20,43.80,Waspada,2026-05-25 22:28:30
3.99,87.33,45.53,Waspada,2026-05-25 22:28:45
4.15,91.82,49.06,Siaga,2026-05-25 22:29:00
3.65,80.24,39.95,Waspada,2026-05-25 22:29:15
3.59,81.17,44.56,Waspada,2026-05-25 22:29:30
3.74,80.42,41.72,Waspada,2026-05-25 22:29:45
3.58,77.71,39.79,Waspada,2026-05-25 22:30:00
4.35,94.13,55.50,Siaga,2026-05-25 22:30:15
3.56,78.40,46.27,Waspada,2026-05-25 22:30:30
3.40,74.21,41.85,Waspada,2026-05-25 22:30:45
3.17,69.24,41.15,Waspada,2026-05-25 22:31:00
3.11,68.68,38.54,Waspada,2026-05-25 22:31:15
3.93,85.04,43.66,Waspada,2026-05-25 22:31:30
3.72,80.38,42.48,Waspada,2026-05-25 22:31:45
3.61,77.49,42.70,Waspada,2026-05-25 22:32:00
3.69,81.27,45.36,Waspada,2026-05-25 22:32:15
3.49,77.45,41.48,Waspada,2026-05-25 22:32:30
3.65,80.93,44.10,Waspada,2026-05-25 22:32:45
3.40,74.42,43.05,Waspada,2026-05-25 22:33:00
4.36,96.61,51.46,Siaga,2026-05-25 22:33:15
3.58,80.76,46.88,Waspada,2026-05-25 22:33:30
3.73,80.61,41.99,Waspada,2026-05-25 22:33:45
3.69,80.91,45.10,Waspada,2026-05-25 22:34:00
3.93,87.67,45.99,Waspada,2026-05-25 22:34:15
3.96,86.03,47.73,Waspada,2026-05-25 22:34:30
3.77,83.14,48.27,Waspada,2026-05-25 22:34:45
3.58,78.86,40.46,Waspada,2026-05-25 22:35:00
3.75,82.65,44.14,Waspada,2026-05-25 22:35:15
3.87,85.50,48.77,Waspada,2026-05-25 22:35:30
3.66,79.75,43.39,Waspada,2026-05-25 22:35:45
3.63,81.90,43.30,Waspada,2026-05-25 22:36:00
3.52,76.05,39.83,Waspada,2026-05-25 22:36:15
3.68,80.28,41.24,Waspada,2026-05-25 22:36:30
3.57,80.34,44.42,Waspada,2026-05-25 22:36:45
3.65,80.35,44.01,Waspada,2026-05-25 22:37:00
3.61,77.49,40.73,Waspada,2026-05-25 22:37:15
3.63,80.80,42.54,Waspada,2026-05-25 22:37:30
3.43,75.54,39.89,Waspada,2026-05-25 22:37:45
3.54,79.84,40.80,Waspada,2026-05-25 22:38:00
3.60,79.77,42.72,Waspada,2026-05-25 22:38:15
3.42,74.67,44.41,Waspada,2026-05-25 22:38:30
3.38,72.30,37.77,Waspada,2026-05-25 22:38:45
3.37,76.21,42.21,Waspada,2026-05-25 22:39:00
3.24,71.01,42.85,Waspada,2026-05-25 22:39:15
3.48,76.25,39.61,Waspada,2026-05-25 22:39:30
3.67,80.51,45.04,Waspada,2026-05-25 22:39:45
3.92,86.94,44.32,Waspada,2026-05-25 22:40:00
4.05,90.23,49.49,Siaga,2026-05-25 22:40:15
3.14,69.73,37.42,Waspada,2026-05-25 22:40:30
3.46,77.39,42.52,Waspada,2026-05-25 22:40:45
3.22,72.44,38.01,Waspada,2026-05-25 22:41:00
3.02,64.60,35.74,Waspada,2026-05-25 22:41:15
3.12,69.55,38.24,Waspada,2026-05-25 22:41:30
4.25,92.56,54.86,Siaga,2026-05-25 22:41:45
3.62,79.83,45.18,Waspada,2026-05-25 22:42:00
3.57,80.51,40.91,Waspada,2026-05-25 22:42:15
3.72,80.97,47.83,Waspada,2026-05-25 22:42:30
3.65,79.87,41.34,Waspada,2026-05-25 22:42:45
3.57,77.23,45.19,Waspada,2026-05-25 22:43:00
3.59,78.74,41.17,Waspada,2026-05-25 22:43:15
3.50,75.16,39.95,Waspada,2026-05-25 22:43:30
3.52,78.47,40.64,Waspada,2026-05-25 22:43:45
3.51,77.78,38.48,Waspada,2026-05-25 22:44:00
3.35,74.38,43.16,Waspada,2026-05-25 22:44:15
3.53,77.57,45.10,Waspada,2026-05-25 22:44:30
3.94,86.40,45.32,Waspada,2026-05-25 22:44:45
3.99,87.88,45.07,Waspada,2026-05-25 22:45:00
3.85,85.60,43.31,Waspada,2026-05-25 22:45:15
4.54,98.88,56.29,Siaga,2026-05-25 22:45:30
3.78,85.16,44.55,Waspada,2026-05-25 22:45:45
4.59,101.90,56.62,Siaga,2026-05-25 22:46:00
4.12,90.16,49.48,Siaga,2026-05-25 22:46:15
4.18,92.75,51.69,Siaga,2026-05-25 22:46:30
3.79,82.86,46.97,Waspada,2026-05-25 22:46:50
3.76,84.68,47.79,Waspada,2026-05-25 22:47:05
3.65,82.11,47.17,Waspada,2026-05-25 22:47:20
5.58,122.5,69.18,Awas,2026-05-25 22:47:35
5.03,109.71,60.18,Awas,2026-05-25 22:47:50
4.56,99.18,55.45,Siaga,2026-05-25 22:48:05
3.88,84.86,47.26,Waspada,2026-05-25 22:48:20
3.85,85.75,46.26,Waspada,2026-05-25 22:48:35
3.98,88.51,46.78,Waspada,2026-05-25 22:48:50
4.03,86.93,45.78,Siaga,2026-05-25 22:49:05
3.36,72.34,43.78,Waspada,2026-05-25 22:49:20
3.19,70.01,40.85,Waspada,2026-05-25 22:49:35
3.41,73.33,38.48,Waspada,2026-05-25 22:49:50
3.51,78.03,41.65,Waspada,2026-05-25 22:50:05
3.61,79.45,44.29,Waspada,2026-05-25 22:50:20
3.88,87.6,47.61,Waspada,2026-05-25 22:50:53
3.41,73.07,38.55,Waspada,2026-05-25 22:51:08
3.63,80.64,44.48,Waspada,2026-05-25 22:51:23
3.28,71.93,42.67,Waspada,2026-05-25 22:51:38
3.11,68.35,38.71,Waspada,2026-05-25 22:51:53
3.56,79.72,42.18,Waspada,2026-05-25 22:52:08
3.02,64.86,32.97,Waspada,2026-05-25 22:52:23
2.92,63.04,31.89,Aman,2026-05-25 22:52:38
3.12,67.05,37.53,Waspada,2026-05-25 22:52:53
3.58,80.3,45.58,Waspada,2026-05-25 22:53:08
3.26,72.3,41.19,Waspada,2026-05-25 22:53:23
3.15,67.59,35.36,Waspada,2026-05-25 22:53:38
3.13,70.72,36.8,Waspada,2026-05-25 22:53:53
3.24,73.04,41.6,Waspada,2026-05-25 22:54:08
3.24,72.98,42.39,Waspada,2026-05-25 22:54:23
3.35,71.86,41.51,Waspada,2026-05-26 21:06:34
3.48,76.68,37.83,Waspada,2026-05-26 21:06:49
3.5,77.35,42.4,Waspada,2026-05-26 21:07:04
3.36,72.9,41,Waspada,2026-05-26 21:07:19
3.2,68.98,36.96,Waspada,2026-05-26 21:07:34
3.58,79.58,46.62,Waspada,2026-05-26 21:07:49
3.09,66.53,39.57,Waspada,2026-05-26 21:08:04
3.09,68.42,39.47,Waspada,2026-05-26 21:08:19
3.39,75.88,41.9,Waspada,2026-05-26 21:08:34
3.48,77.32,38.9,Waspada,2026-05-26 21:08:49
3.61,78.53,42.74,Waspada,2026-05-26 21:09:04
3.54,78.17,43.7,Waspada,2026-05-26 21:09:19
4.09,88.52,48.21,Siaga,2026-05-26 21:09:34
3.56,77.14,40.45,Waspada,2026-05-26 21:09:49
3.42,75.83,42.97,Waspada,2026-05-26 21:10:04
4.02,86.67,51.8,Siaga,2026-05-26 21:10:19
3.67,79.85,47.41,Waspada,2026-05-26 21:10:34
3.33,71,41.12,Waspada,2026-05-26 21:10:49
3.15,68.88,35.42,Waspada,2026-05-26 21:11:04
3.74,80.48,43.67,Waspada,2026-05-26 21:11:19
3.31,71.59,43.49,Waspada,2026-05-26 21:11:34
3.33,72.99,40.45,Waspada,2026-05-26 21:11:49
3.3,74.97,36.19,Waspada,2026-05-26 21:12:04
3.18,69.04,36.62,Waspada,2026-05-26 21:12:19
3.23,71.54,42.57,Waspada,2026-05-26 21:12:34
3.25,70.46,38.87,Waspada,2026-05-26 21:12:49
3.31,75.34,39.7,Waspada,2026-05-26 21:13:04
3.49,76.59,45.89,Waspada,2026-05-26 21:13:19
4.16,92.83,48.84,Siaga,2026-05-26 21:13:34
3.92,87.71,48.3,Waspada,2026-05-26 21:13:49
3.51,76.55,43.45,Waspada,2026-05-26 21:14:04
3.6,79.36,46.9,Waspada,2026-05-26 21:14:19
3.41,77.2,37.17,Waspada,2026-05-26 21:14:34
3.43,73.54,39.89,Waspada,2026-05-26 21:14:49
3.48,76.06,41.8,Waspada,2026-05-26 21:15:04
3.61,77.13,44.48,Waspada,2026-05-26 21:15:19
3.23,68.94,36.99,Waspada,2026-05-26 21:15:34
3.39,75.67,38.22,Waspada,2026-05-26 21:15:49
3.36,76.19,37.09,Waspada,2026-05-26 21:16:04
3.53,77.53,45.41,Waspada,2026-05-26 21:16:19
3.35,72.62,36.88,Waspada,2026-05-26 21:16:34
3.17,69.29,38.36,Waspada,2026-05-26 21:16:49
3.15,71.22,34.53,Waspada,2026-05-26 21:17:04
3.91,85.58,50.91,Waspada,2026-05-26 21:17:19
3.5,77.04,44.04,Waspada,2026-05-26 21:17:34
3.68,82.48,41.13,Waspada,2026-05-26 21:17:49
3.46,76.31,42,Waspada,2026-05-26 21:18:04
3.28,73.87,36.7,Waspada,2026-05-26 21:18:19
3.6,78.85,40.04,Waspada,2026-05-26 21:18:34
3.96,86.24,46.98,Waspada,2026-05-26 21:18:49
3.68,82.02,40.24,Waspada,2026-05-26 21:19:04
3.4,73.94,37.21,Waspada,2026-05-26 21:19:19
3.46,74.11,39.43,Waspada,2026-05-26 21:19:34
3.28,73.66,42.13,Waspada,2026-05-26 21:19:49
3.1,67.87,34.49,Waspada,2026-05-26 21:20:04
3.28,72.03,36.18,Waspada,2026-05-26 21:20:19
3.45,74.17,38.23,Waspada,2026-05-26 21:20:34
3.34,72.32,40.57,Waspada,2026-05-26 21:20:49
3.51,77.96,39.38,Waspada,2026-05-26 21:21:04
3.2,71.98,39.45,Waspada,2026-05-26 21:21:19
3.15,68.84,35.94,Waspada,2026-05-26 21:21:34
3.05,68.45,33.36,Waspada,2026-05-26 21:21:49
2.92,66.32,38.36,Aman,2026-05-26 21:22:04
3,64.84,38.02,Waspada,2026-05-26 21:22:19
2.87,61.14,35.87,Aman,2026-05-26 21:22:34
3.52,77.14,44.73,Waspada,2026-05-26 21:22:49
3.13,70.56,38.49,Waspada,2026-05-26 21:23:04
3.78,85.31,48.23,Waspada,2026-05-26 21:23:19
3.9,84.49,43.21,Waspada,2026-05-26 21:23:34
3.7,79.13,47.63,Waspada,2026-05-26 21:23:49
4.07,88.53,46.95,Siaga,2026-05-26 21:24:04
3.82,83.04,47.11,Waspada,2026-05-26 21:24:19
3.31,72.43,39.5,Waspada,2026-05-26 21:24:34
4.09,92.14,47.78,Siaga,2026-05-26 21:24:49
3.65,81.94,41.5,Waspada,2026-05-26 21:25:04
4.14,93.18,46.98,Siaga,2026-05-26 21:25:19
3.96,87.55,50.42,Waspada,2026-05-26 21:25:34
3.55,78.38,41.58,Waspada,2026-05-26 21:25:49
3.84,83.1,45.92,Waspada,2026-05-26 21:26:04
3.79,84.37,44.81,Waspada,2026-05-26 21:26:20
3.27,73.53,37.08,Waspada,2026-05-26 21:26:35
3.61,79.29,41.74,Waspada,2026-05-26 21:26:50
3.35,71.76,43.96,Waspada,2026-05-26 21:27:05
3.21,72.21,35.63,Waspada,2026-05-26 21:27:20
3.04,67.38,37.15,Waspada,2026-05-26 21:27:35
2.86,64.71,33.98,Aman,2026-05-26 21:27:50
2.88,64.23,32,Aman,2026-05-26 21:28:05
3.02,68.06,36.82,Waspada,2026-05-26 21:28:20
3.39,75.33,42.33,Waspada,2026-05-26 21:28:35
3.22,70.16,36.83,Waspada,2026-05-26 21:28:50
3.26,73.52,39.94,Waspada,2026-05-26 21:29:05
3.08,70.12,38.87,Waspada,2026-05-26 21:29:20
3.42,77.01,41.81,Waspada,2026-05-26 21:29:35
3.43,75.2,44.23,Waspada,2026-05-26 21:29:50
3.6,78.39,45.26,Waspada,2026-05-26 21:30:05
3.38,74.18,40.15,Waspada,2026-05-26 21:30:20
3.35,75.06,40.05,Waspada,2026-05-26 21:30:35
3.17,67.77,36.29,Waspada,2026-06-02 12:28:19
3.41,76.46,44.79,Waspada,2026-06-02 12:28:34
3.33,74.42,39.03,Waspada,2026-06-02 12:28:49
3.22,68.75,40.52,Waspada,2026-06-02 12:29:04
3.04,68.64,34.61,Waspada,2026-06-02 12:29:19
2.88,64.02,32.71,Aman,2026-06-02 12:29:34
3.01,67.24,36.58,Waspada,2026-06-02 12:29:49
3.02,67.45,36.6,Waspada,2026-06-02 12:30:04
3.08,69.87,36.19,Waspada,2026-06-02 12:30:19
3.12,70.24,39.19,Waspada,2026-06-02 12:30:34
3.29,74.22,37.96,Waspada,2026-06-02 12:30:49
3.23,71.21,37.87,Waspada,2026-06-02 12:31:04
3.32,75.51,41.19,Waspada,2026-06-02 12:31:19
3.35,72.86,39.8,Waspada,2026-06-02 12:31:34
3.29,73.95,37.97,Waspada,2026-06-02 12:31:49
3.74,83.5,48.45,Waspada,2026-06-02 12:32:04
3.58,80.26,44.85,Waspada,2026-06-02 12:32:19
3.1,68.87,40.09,Waspada,2026-06-02 12:32:34
3.16,71.21,37.92,Waspada,2026-06-02 12:32:49
3.1,69.78,38.97,Waspada,2026-06-02 12:33:04
3.48,78.88,42.27,Waspada,2026-06-02 12:33:19
3.43,74.77,42.99,Waspada,2026-06-02 12:33:34
3.33,71.27,37.07,Waspada,2026-06-02 12:33:49
3.2,69.14,38.27,Waspada,2026-06-02 12:34:04
3.23,71.69,35.63,Waspada,2026-06-02 12:34:19
3.43,76.48,39.47,Waspada,2026-06-02 12:34:34
3.28,72.46,35.8,Waspada,2026-06-02 12:34:49
3.57,80.96,43.07,Waspada,2026-06-02 12:35:04
3.25,72.26,35.23,Waspada,2026-06-02 12:35:19
3.32,75.22,40.46,Waspada,2026-06-02 12:35:34
3.17,70.25,37.82,Waspada,2026-06-02 12:35:49
3.28,74.1,39.42,Waspada,2026-06-02 12:36:04
3.46,74.48,40.79,Waspada,2026-06-02 12:36:19
3.58,81.07,46.49,Waspada,2026-06-02 12:36:34
3.14,71.36,41.63,Waspada,2026-06-02 12:36:49
3.09,67.23,38.21,Waspada,2026-06-02 12:37:12
3.42,73.66,38.23,Waspada,2026-06-02 12:37:27
3.47,74.74,41.84,Waspada,2026-06-02 12:37:42
3.78,84.19,45.43,Waspada,2026-06-02 12:37:57
3.45,73.94,41.58,Waspada,2026-06-02 12:38:12
3.3,71.31,41.22,Waspada,2026-06-02 12:38:27
3.26,71.87,36.27,Waspada,2026-06-02 12:49:20
3.36,73.06,38.9,Waspada,2026-06-02 12:49:35
3.28,71.84,37.26,Waspada,2026-06-02 12:49:50
3.09,65.68,39.75,Waspada,2026-06-02 12:50:05
3.09,67.78,36.4,Waspada,2026-06-02 12:50:20
3.8,81.09,45.33,Waspada,2026-06-02 12:50:35
3.27,73.86,43.11,Waspada,2026-06-02 12:50:50
3.77,80.93,45.09,Waspada,2026-06-02 12:51:05
3.59,80.4,43.59,Waspada,2026-06-02 12:51:20
3.14,70.9,41.42,Waspada,2026-06-02 12:51:35
3.14,68.4,34.17,Waspada,2026-06-02 12:51:50
3.47,76.36,42.48,Waspada,2026-06-02 12:52:05
3.62,82,43.45,Waspada,2026-06-02 12:52:20
3.45,77.27,43.48,Waspada,2026-06-02 12:52:35
3.59,81.4,39.16,Waspada,2026-06-02 12:52:50
3.12,67.38,39.4,Waspada,2026-06-02 12:53:05
3.06,67.36,37.81,Waspada,2026-06-02 12:53:20
3.45,75.05,43.5,Waspada,2026-06-02 12:53:35
